Date,ABI.BR,AD.AS,ADSGn.DE,ADYEN.AS,AIR.PA,AIRP.PA,ALVG.DE,ASML.AS,AXAF.PA,BASFn.DE,BAYGn.DE,BBVA.MC,BMWG.DE,BNPP.PA,CRH.I,DANO.PA,DB1Gn.DE,DPWGn.DE,DTEGn.DE,ENEI.MI,ENI.MI,ESLX.PA,FLTRF.I,HRMS.PA,IBE.MC,IFXGn.DE,INGA.AS,ISP.MI,ITX.MC,LINI.DE,LVMH.PA,MBGn.DE,MUVGn.DE,NDAFI.HE,NOKIA.HE,OREP.PA,PERP.PA,PRTP.PA,PRX.AS,SAF.PA,SAN.MC,SAPG.DE,SASY.PA,SCHN.PA,SGEF.PA,SIEGn.DE,STLAM.MI,TTEF.PA,VNAn.DE,VOWG_p.DE
2013-01-16,67.24,10.540413067911432,69.97,,32.435,61.6700593651011,103.55,47.945,13.47,72.35,71.5240246,6.747603517914053,73.1,44.21,14.73,49.95,46.93,17.11,8.958,3.202,19.31,76.03,59.697259462276016,231.5914497,2.895459466145139,6.592,7.669,1.465,20.89,,126.6223935,36.613454535,131.95,7.545,3.255217185216528,106.65,90.0,141.1834822779735,,33.43,4.833846569117903,58.69751472,72.2213184,54.55,36.94305615,72.4254987749552,2.0261710459920894,39.895,,176.95
2013-01-17,66.34,10.610682488364178,70.99,,33.7,61.6900173131157,103.9,51.49,13.705,73.2,71.77004835000001,6.752814693240027,74.06,45.625,14.805,50.05,47.66,17.38,9.018,3.204,19.48,76.19,60.18260303514005,234.2192268,2.913969902860108,6.722,7.6,1.49,21.090000000000003,,128.1544794,36.755837865,133.45,7.595,3.20461795435824,108.25,91.59,142.23436256677394,,33.705,4.846620607929501,57.81237768,72.67891904,54.87,37.423286175,72.37308615975199,2.15143221023228,39.71,,178.4
2013-01-18,67.19,10.766279062223822,70.62,,34.6,61.42391133958776,103.85,51.57,13.625,73.17,71.34688750000001,6.748472047135048,73.33,46.235,14.955,49.81,47.445,17.26,8.91,3.118,19.29,75.69,60.18260303514005,240.6151371,2.893323646524181,6.704,7.426,1.507,21.130000000000003,,127.47855915,36.303561405,133.8,7.565,3.103419492641664,108.3,91.99,143.60507598694846,,33.955,4.839857881499832,57.73281479999999,71.7239264,54.8,37.31931885,72.3468798521504,2.173424628381321,39.31,,177.9
2013-01-21,67.09,10.751221329269663,69.98,,34.31,62.082523624069424,104.35,51.73,13.66,73.81,71.69132075,6.787555862079846,74.28,46.45,15.05,50.34,47.42,17.305,8.98,3.114,19.31,76.25,60.13406867785365,240.7638792,2.9260728807122014,6.748,7.551,1.506,21.230000000000004,,126.17178,36.177929055,134.6,7.62,3.1596408602619834,109.55,91.02,143.36883898806073,,33.74,4.853383334359172,58.0809024,72.12184,54.95,37.5866634,72.93215405525281,2.258525724697176,39.42,,179.35
2013-01-22,67.93,10.716086619043292,69.63,,35.0,62.14905011745141,103.05,52.54,13.585,73.11,71.8586169,6.726758816610162,74.16,46.295,15.34,50.53,47.065,17.125,8.869,3.142,19.38,76.52,59.68755259081874,239.474781,2.888340067408613,6.661,7.52,1.502,21.5,,125.5409211,36.02298249,134.4,7.59,3.20461795435824,108.5,90.97,140.68088735724285,,33.905,4.833095155070163,57.50407152,71.19669087999999,55.59,37.492597725,73.09812733672962,2.257569532603739,39.49,,180.95
2013-01-23,67.67,10.66589417586276,70.15,,34.755,62.30871370156817,102.95,51.82,13.365,72.86,71.7208436,6.652933832825542,74.34,45.115,15.15,51.13,47.805,17.05,8.809,3.106,19.37,78.0,60.18260303514005,240.1193301,2.8563027730942454,6.73,7.256,1.463,21.480000000000004,,124.7298168,36.144427095,133.75,7.535,3.2683355043279354,109.65,91.31,140.13260198917305,,33.94,4.83159232697468,58.8765312,71.68413504,55.68,37.4084337,73.09812733672962,2.2518323800431195,39.42,,182.65
2013-01-24,67.6,10.771298306541876,69.56,,34.685,62.40185079230295,104.4,53.07,13.455,73.79,71.2681599,6.731969991936133,74.63,46.055,15.86,51.8,48.955,17.275,8.85,3.148,19.35,77.79,59.21191588941198,241.8546546,2.898307225639749,6.67,7.335,1.499,21.49,,125.8112892,36.228181995,134.4,7.555,3.088427127942911,110.25,91.65,140.9093395939386,,33.975,4.875925755791401,58.5781704,72.370536,55.63,37.5272535,73.98415185686721,2.205935159558164,39.735,,182.9
2013-01-25,68.09,10.916856391765414,70.16,,34.785,62.73448325921288,105.2,54.7,13.525,75.6,74.7124924,6.784081745195865,75.85,46.665,15.77,51.82,49.18,17.535,8.905,3.162,19.21,77.56,60.23113739242645,241.7554932,2.9360400389433363,6.695,7.361,1.486,21.47,,126.93782295,36.688833945,135.35,7.63,2.88603020450976,111.1,91.98,142.59988614548715,,34.45,4.913496458178451,59.71194144,72.70876256,56.3,38.116401675,71.4820717012976,2.2068913516516004,39.825,,184.65
2013-01-28,68.27,10.96202959062789,69.74,,35.735,61.80311235186509,104.0,56.23,13.725,75.58,74.47630960000001,6.760631456228984,75.5,47.665,15.77,51.54,48.955,17.66,8.933,3.2,19.21,76.67,60.26996487825557,239.8714266,2.8975952857660974,6.665,7.49,1.525,21.01,,126.2619027,36.81027855,135.65,7.67,2.91414088831992,111.5,91.02,144.79302761776634,,34.635,4.893959692937185,59.65226928,72.71871039999999,56.93,37.8044997,71.0452999079376,2.256613340510302,39.495,,185.55
2013-01-29,69.18,10.957010346309838,70.0,,35.3,62.17566071480419,105.6,55.77,13.835,75.81,72.39986915,6.691149118549345,75.58,47.245,15.9,52.0,49.65,17.6,9.027,3.242,19.31,77.01,60.13406867785365,238.7806512,2.9218012414702854,6.498,7.458,1.524,20.62,,126.8026389,36.89403345,135.2,7.7,2.953495845654144,113.15,91.76,144.8387180651055,,34.655,4.881185654125586,59.96057544,72.14173568,56.38,37.849057125,71.3073629839536,2.2384456907350074,40.135,,184.25
2013-01-30,69.3,10.94697185767373,69.24,,34.39,62.61473557112531,105.15,55.81,13.825,75.1,72.28177775,6.540893563317123,74.91,46.205,15.665,52.08,48.965,17.49,9.04,3.192,18.4,76.91,59.697259462276016,238.6814898,2.894035586397834,6.394,7.459,1.499,21.130000000000003,,125.7211665,36.471071205,134.8,7.945,2.8241867001274072,113.55,91.86,145.56976522253188,,34.25,4.809049905542452,59.95063008,72.3207968,56.2,37.512401025,71.08024165140641,2.130395984176676,40.62,,183.6
2013-01-31,63.9,10.861644704266832,68.45,,34.605,62.6280408698017,105.35,55.3,13.64,74.66,71.5240246,6.361976543792051,74.15,46.21,15.91,51.04,48.455,17.295,9.054,3.212,18.49,75.09,59.3089846039848,237.4419723,2.827825178148142,6.645,7.449,1.502,20.64,,125.13536895,35.909913375,135.35,8.15,2.700499691362704,109.4,92.2,144.74733717042722,,33.815,4.6429874009916885,60.01030224,71.48517824,56.1,37.155941625,70.6172635504448,2.15143221023228,39.93,,182.15
2013-02-01,66.57,10.951991101991783,70.49,,35.19,63.83882304935385,105.55,56.59,13.805,75.85,71.838935,6.350685663919108,74.48,46.755,15.78,51.23,48.035,17.465,9.023,3.136,18.49,76.06,59.4060533185576,243.5403984,2.740968513562524,6.891,7.285,1.458,20.25,,126.03659595,36.39150405,136.15,8.19,2.73610655752224,111.9,94.08,149.4077627990205,,34.1,4.534783778116983,60.57718776,71.7239264,56.6,37.6064667,69.79613257892801,2.161950323260082,40.16,,186.65
2013-02-04,65.26,10.736163596315508,68.1,,34.82,61.78980705318869,102.05,56.8,13.285,73.14,70.78595335000001,6.05104308267566,72.03,44.695,15.265,50.3,47.975,16.92,8.845,2.994,17.88,73.62,59.4060533185576,241.953816,2.623498434409845,6.7,7.021,1.38,20.180000000000003,,120.764418,35.461824660000005,133.75,8.235,2.678011144314576,108.6,92.8,147.16893087940215,,33.25,4.276297345694076,59.72188679999999,69.31654912,55.25,35.868727125,67.6472153555968,2.0443386957673844,39.0,,179.9
2013-02-05,65.07,10.71106737472524,67.71,,34.935,62.1889660134806,103.8,56.27,13.385,73.46,70.5596115,6.192613345697927,71.86,45.525,15.2,49.96,48.25,16.925,8.79,3.03,18.24,74.23,58.804227288206185,242.94543,2.6897088426595364,6.542,6.991,1.409,20.82,,121.665645,35.348755545,138.95,8.45,2.702373736950048,111.0,92.05,147.35169266875874,,33.95,4.403286319762307,59.8710672,70.32128096,55.97,36.254891475,67.9442201750816,2.033820582739581,39.45,,178.2
2013-02-06,64.37,10.645817198590548,67.04,,34.825,61.2043739114272,101.95,56.12,13.04,72.09,68.98505949999999,6.188270699592951,71.77,44.365,15.25,49.895,48.05,16.995,8.727,2.984,18.17,73.38,58.72657231654795,243.4908177,2.656959608471517,6.521,6.847,1.386,20.700000000000003,,118.961964,36.02298249,136.75,8.45,2.777335560443808,109.4,91.9,145.6611461172102,,33.705,4.381495312377817,58.83674976,69.00816608000001,54.9,35.056791825,67.2803270491744,2.0357329669264552,38.895,,176.35
2013-02-07,64.53,10.575547778137803,67.17,,35.305,60.37279274415237,102.35,55.75,13.005,71.94,69.6936079,6.15352953075313,71.74,43.565,15.335,50.21,47.625,17.005,8.684,2.936,17.33,73.01,59.54194951895953,242.1025581,2.64414469074577,6.447,6.805,1.367,20.61,,117.83543025,37.023853545,134.35,8.325,2.82980883688944,108.1,91.65,143.01110017153948,,33.59,4.354444406659141,58.8765312,66.2526144,54.25,34.720135725,67.26285617744,2.0911921083457763,38.405,,176.5
2013-02-08,64.13,10.640797954272497,68.74,,35.045,60.97153118459026,102.55,56.04,13.255,72.08,69.8313812,6.427116235366713,73.5,44.595,15.72,50.99,47.515,16.94,8.629,2.948,17.43,73.12,60.66794660800408,244.2841089,2.686149143291274,6.545,6.827,1.399,20.840000000000003,,119.9533137,38.15873244,134.85,8.445,2.86728974863632,108.6,91.23,146.9404786427064,,33.745,4.508484286446048,59.20472808,68.68983519999999,54.81,35.1508575,67.11435376769761,2.15143221023228,38.38,,180.55
2013-02-11,63.99,11.04233749971674,68.81,,34.765,60.83847819782628,102.55,55.75,13.17,71.85,69.05394615,6.377610069769967,72.07,44.75,15.61,50.9,47.245,16.82,8.629,2.952,17.31,72.91,59.774914433934256,242.94543,2.6491282698613383,6.479,6.873,1.378,20.42,,118.37616645,37.677141765,135.1,8.48,2.8804080677477275,107.95,90.31,143.60507598694846,,33.4,4.436348537862911,58.66767864,71.0275776,54.48,35.051841,67.42882945891681,2.1122283344013804,38.16,,178.9
2013-02-12,65.09,11.062414476988952,68.94,,34.97,60.87839409385547,103.7,55.97,13.495,71.51,69.74281265,6.583451495145903,71.52,46.035,15.77,50.35,48.35,16.8,8.604,2.986,17.48,73.38,59.697259462276016,246.5152404,2.7053715198798933,6.408,6.932,1.41,21.11,,119.863191,37.17042462,135.35,8.615,2.8804080677477275,112.05,91.91,145.3870034331753,,33.325,4.513744184780233,59.5727064,72.12184,55.02,35.561775975,67.8656012522768,2.1093597581210712,38.36,,179.15
2013-02-13,65.69,10.921875636083469,69.53,,35.175,61.337426898191175,104.05,55.25,13.615,72.53,69.92979070000001,6.684200884781381,72.15,45.845,16.455,50.36,48.585,17.01,8.54,2.986,17.64,73.63,60.47380917885847,251.0270841,2.727441655963125,6.427,6.652,1.407,21.08,,120.35886585000002,37.8572148,135.25,8.75,2.8316828824767835,112.5,94.05,146.66633595867148,,33.44,4.528772465735055,59.6224332,73.00719776,55.24,35.23997235,68.91385355634081,2.138045520924168,38.505,,180.7
2013-02-14,69.59,10.94697185767373,69.33,,34.885,60.38609804282876,103.25,55.54,13.55,71.32,68.53237580000001,6.597347962681831,71.68,46.75,16.42,50.37,48.41,16.915,8.47,2.924,17.32,73.64,61.386255095842856,250.1346315,2.7139147983637253,6.286,6.681,1.384,20.77,,118.91690264999998,37.048980015,134.55,8.745,2.751098922220992,111.1,96.03,146.0266696959234,,33.845,4.491953177395745,59.44341672,71.65429152,54.31,35.383546275,68.5906424292544,2.097885452999832,37.735,,177.4
2013-02-15,69.69,10.951991101991783,70.1,,34.895,59.94702318650767,102.3,54.64,13.45,70.75,67.91239595,6.536550917212146,71.65,46.005,16.095,50.13,47.765,16.92,8.193,2.892,17.69,72.76,62.6093208994602,250.2337929,2.6242103742834977,6.303,6.562,1.374,20.700000000000003,,119.863191,36.814466295,132.85,8.665,2.8035721986666235,110.5,96.44,157.17513884667602,,34.215,4.4288343973855016,59.45336208,71.5249696,54.49,34.660725825,68.2324895586992,2.097885452999832,37.3,,177.0
2013-02-18,68.5,10.91183714744736,71.5,,35.2,59.481337732833765,103.25,54.04,13.705,71.45,68.18794255000002,6.51049504058228,71.37,45.38,16.165,50.19,46.93,16.92,8.261,2.888,17.64,72.85,63.17231944398248,249.9858894,2.619226795167928,6.255,6.619,1.364,20.47,,119.27739345,37.229053050000005,133.8,8.7,2.756721058983024,110.05,96.03,157.95187645144154,,34.25,4.400280663571342,59.04560231999999,71.88309184,54.04,34.9132179,68.28490217390241,2.0892797241589025,37.445,,176.7
2013-02-19,69.2,11.032299011080635,71.62,,35.76,60.45262453621076,105.35,55.09,13.93,73.79,70.64818005000001,6.644248540615589,71.79,45.625,16.1,53.15,47.655,17.245,8.307,2.942,17.84,73.24,64.30802340448433,251.2749876,2.674758105312833,6.547,6.701,1.393,20.49,,120.58417260000002,37.88234127,136.45,8.74,2.77358746926912,111.7,98.08,158.68292360886795,,35.455,4.484439036918334,59.4732528,73.71349439999999,55.46,35.457808650000004,69.00994335088,2.060593961355805,38.3,,181.0
2013-02-20,69.84,11.132683897441696,72.1,,36.25,60.273003004079385,104.3,55.05,13.7,74.12,71.47481985,6.599953550344817,70.76,44.525,16.08,53.06,47.35,17.305,8.136,2.9,17.68,73.9,63.13349195815337,252.86157,2.629905893272719,6.668,6.492,1.376,20.130000000000003,,119.4125775,37.79858637,135.05,8.835,2.6761370987272315,111.8,98.05,159.50535166097265,,35.07,4.403286319762307,59.64232392,73.38521568,55.39,34.878562125,68.6779967879264,2.0558130008886226,37.955,,180.7
2013-02-21,69.3,11.022260522444528,70.85,,35.3,59.69422251165613,101.75,53.46,13.27,72.8,70.1462916,6.46012034576454,69.06,42.5,15.41,52.4,46.2,17.145,8.006,2.79,17.27,72.65,62.97818201483687,253.853184,2.564407424896677,6.549,6.177,1.32,19.946,,117.65518485,36.92753541,132.7,8.775,2.648026414917072,109.75,96.99,153.79404574357892,,34.0,4.290574212601152,58.76713224,70.81867296,56.67,34.155741674999994,67.4725066382528,1.9707119045727683,37.23,,176.05
2013-02-22,70.49,11.052375988352846,70.29,,35.89,61.64344876774831,104.2,53.98,13.605,74.32,71.838935,6.573897673714953,68.79,43.63,16.165,53.49,46.68,17.17,8.161,2.86,17.48,75.73,62.83257894297768,254.1010875,2.654823788850559,6.372,6.303,1.345,20.44,,119.36751615,37.34630991,135.55,8.815,2.666766870790512,112.6,97.88,156.76392482062366,,34.195,4.392766523093931,59.2246188,72.46006656,59.09,35.259775649999995,68.4770817629808,1.9831424017874435,38.06,,163.8
2013-02-25,70.5,11.087510698579218,70.7,,35.54,61.72993320914491,105.7,54.01,13.67,75.01,72.57700625000001,6.571292086051965,70.58,43.69,16.215,53.72,49.3,17.23,8.271,2.878,17.54,75.9,62.77433771423398,253.3077963,2.6847252635439687,6.527,6.339,1.356,20.72,,120.4039272,37.99959813,137.9,8.76,2.693003509013328,114.7,98.25,156.94668660998025,,34.63,4.430337225480981,60.18931872,72.10194432,58.4,35.59643175,69.5952175539824,1.9802738255071344,38.41,,166.2
2013-02-26,69.77,10.94195261335568,68.99,,34.865,60.57902487363654,102.75,54.3,13.15,71.66,71.61259315,6.302916556764354,69.46,41.67,16.675,52.18,47.985,16.985,8.144,2.71,17.01,74.2,62.51225218488741,254.4111507,2.57295070338051,6.336,6.006,1.233,20.21,,117.83543025,36.990351585,134.3,8.605,2.550576044375184,111.95,97.3,152.56040366542186,,34.34,4.2221955342567234,58.68756936,70.53018560000001,56.31,34.457742,68.3722565325744,1.9123841868731373,37.195,,163.5
2013-02-27,70.65,10.916856391765414,69.35,,37.14,61.78980705318869,103.6,54.43,13.19,72.09,72.6852567,6.410614180167798,70.32,43.155,16.65,52.95,47.8,17.125,8.229,2.746,17.38,74.62,62.12397732659618,254.5473138,2.627058133778107,6.439,6.06,1.256,20.26,,118.4212278,38.020536855,135.15,8.735,2.6761370987272315,113.45,98.22,154.7078546903619,,34.795,4.339416125704322,59.16494664,71.04747328,57.94,35.249874,68.9837370432784,1.9659309441055857,38.005,,166.95
2013-02-28,71.76,11.04233749971674,69.8,,39.18,62.002691832011045,104.7,54.52,13.305,72.18,74.6534467,6.454040641217574,70.7,43.105,16.72,53.19,47.485,17.185,8.227,2.772,17.46,79.05,61.44449632458653,253.0598928,2.698252121143368,6.561,6.158,1.243,20.53,,118.8718413,38.246675085,137.7,8.87,2.601175275233472,114.55,99.39,156.9009961626411,,35.08,4.366467031422997,59.5229796,72.20142272,58.92,35.10134925,69.55154037464641,1.9649747520121488,38.295,,167.25
2013-03-01,72.23,10.96202959062789,70.54,,38.95,62.78770445391847,104.05,54.55,13.135,71.83,74.17124015,6.346343017814132,69.2,42.37,16.645,53.11,47.76,17.285,8.12,2.72,17.23,79.59,62.22104604116898,255.68766990000003,2.6626551274607384,6.643,6.011,1.241,20.87,,118.4212278,38.255050575,137.2,8.85,2.550576044375184,115.2,99.28,157.9975668987807,,36.145,4.308608149746939,60.0202476,71.85324832,58.2,35.032037700000004,69.5952175539824,1.9190775315271935,38.315,,164.1
2013-03-04,71.99,11.012222033808422,70.28,,39.9,63.06711572612281,104.05,54.52,13.125,71.57,74.36805915,6.3611080145710535,69.4,42.5,16.98,53.46,47.28,17.0,8.13,2.754,17.25,80.36,62.22104604116898,253.3077963,2.712490918616421,6.39,5.968,1.201,20.8,,118.4212278,37.677141765,137.25,8.94,2.486858494405488,114.7,100.0,158.59154271418967,,36.005,4.325890672844983,60.6169692,72.38048384000001,58.3,35.051841,69.50786319531039,1.8703117347619287,38.17,,162.55
2013-03-05,72.5,11.032299011080635,71.64,,39.4,63.73903330928089,106.7,55.63,13.495,73.05,76.74956905,6.470542696416487,71.41,43.735,17.495,54.8,48.53,17.99,8.281,2.818,17.78,80.5,64.84190133463476,255.0927015,2.769446108508629,6.503,6.199,1.255,21.52,,120.58417260000002,39.08003634,140.4,9.165,2.556198181137216,115.8,99.11,161.5614217912344,,36.2,4.408546218096495,62.23806288,74.37005184,59.99,35.710300725,70.888062062328,1.9802738255071344,39.0,,166.45
2013-03-06,72.49,11.092529942897272,71.67,,39.435,63.06711572612281,109.0,55.75,13.54,73.48,76.98575185000001,6.419299472377754,71.6,43.02,17.185000000000002,54.1,49.2,17.845,8.28,2.77,17.85,79.72,64.45362647634354,256.7784453,2.757343130656534,6.548,6.311,1.262,21.22,,120.98972475,38.95440399,143.45,8.94,2.573064591423312,115.7,98.62,161.5614217912344,,36.34,4.344676024038508,63.07347312,73.8129728,59.26,35.5865301,71.6567804186416,1.9840985938808808,39.075,,168.45
2013-03-07,72.75,11.002183545172318,76.38,,39.99,63.18686341421038,110.4,54.34,13.555,73.4,76.9955928,6.427116235366713,72.02,42.855,16.98,55.34,49.26,18.12,8.29,2.786,18.11,79.85,64.25948904719792,257.5717365,2.7858207256026386,6.485,6.314,1.243,21.32,,121.44033825,38.213173125,145.4,8.925,2.61429359434488,118.45,99.15,161.42435044921697,,36.06,4.358201476897846,63.4513968,74.73812192,59.6,35.834071349999995,71.7528702131808,2.005134819936485,39.16,,169.95
2013-03-08,74.15,11.122645408805589,76.2,,40.0,63.28665315428336,112.2,53.76,13.945,73.28,77.35970795,6.685937943223372,72.65,44.61,17.115,55.78,49.695,18.215,8.371,2.84,18.09,79.44,64.25948904719792,257.7700593,2.888340067408613,6.85,6.529,1.264,21.71,,123.1977309,38.13360597,144.95,9.13,2.6386561869803518,119.1,99.45,162.24677850132164,,35.455,4.497213075729933,63.46134216,75.49415776000001,60.0,36.215284875,72.67882641510401,2.116053102775127,39.19,,169.8
2013-03-11,74.36,11.423800067888774,77.75,,40.52,63.093726323475614,110.85,53.49,14.11,73.48,76.46418150000001,6.654670891267535,72.56,44.395,17.135,55.4,49.985,18.265,8.4,2.838,18.04,79.56,63.09466447232425,253.9523454,2.8434878553684992,6.788,6.469,1.255,21.42,,122.6569947,38.45187459,144.75,9.14,2.576812682598,119.05,100.0,161.28727910719948,,35.32,4.43559712381517,63.650304,75.1559312,60.0,36.136071675,72.6700909792368,2.18489893350256,39.315,,168.85
2013-03-12,73.59,11.509127221295676,78.27,,41.115,63.35317964766538,111.2,53.46,14.27,73.36,75.80483785,6.604296196449796,72.0,44.16,17.055,55.51,50.32,18.27,8.377,2.778,18.18,80.14,64.25948904719792,255.6380892,2.812874440801437,6.779,6.505,1.26,21.69,,122.52181065,38.280177045,145.55,9.14,2.55807222672456,118.85,99.9,162.1097071593042,,35.095,4.408546218096495,63.26243496,74.87739168,60.23,36.13112085,72.3381444162832,2.128483599989802,39.35,,165.95
2013-03-13,73.64,11.47901175538736,78.89,,41.8,63.97187603611782,111.6,54.28,14.29,74.02,75.97213400000001,6.6008220795658135,71.27,43.72,17.07,55.2,49.645,18.35,8.36,2.612,17.93,82.49,64.41664249940187,258.3650277,2.8299609977691,6.619,6.39,1.231,21.130000000000003,,122.61193335000002,38.188046655,145.9,9.235,2.507472995866272,119.95,100.5,162.47523073801742,,35.745,4.373981171900407,63.6005772,74.93707872,60.19,36.136071675,72.61767836403361,2.117965486962,39.21,,166.5
2013-03-14,74.24,11.704877749699747,78.9,,41.945,64.32446645104235,113.45,54.89,14.6,75.32,77.49748125,6.757157339345004,70.94,44.26,17.85,55.66,50.73,18.725,8.532,2.65,18.49,85.11,64.46333334780083,255.4397664,2.918953481975675,6.559,6.525,1.252,20.77,,122.2063812,38.497939785,147.15,9.26,2.51122108704096,120.4,100.4,163.70887281617445,,35.495,4.485941865013817,64.43598744,75.44441856,60.3,36.24994065,73.33398410514401,2.130395984176676,39.565,,164.65
